date - time,team1,team2,result (team1 - team2),team1 player1,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
17.04.2018 20:30,Dep. La Coruna,Sevilla,0-0Finished,Adrian (C),Albentosa R.,Borges C.,Guilherme,Juanfran,Krohn-Dehli M.,Luisinho,Perez L.,Mosquera P.,Ruben (G),Soria D. (G),Boveda E.,Cartabia F.,Muntari S.,Soria D. (G),Carrico D. (C),Correa J.,Fernandez C.,Geis J.,Layun M.,Mercado G.,Navas J.,Pizarro G.,Ramirez S.,Soria D. (G),Ben Yedder W.,Carole L.,Kjaer S.,24 374,Estadio Municipal de Riazor (La Coru?a),LaLiga - Round 33
19.04.2018 20:30,Alaves,Girona,1-2Finished,Aguirregabiria M.,Burgui,Duarte R.,Ely R.,Guidetti J.,Ibai,Laguardia V.,Pacheco F. (G) (C),Munir El Haddadi,Pina T.,Timor D.,,Vigaray C.,,Timor D.,Alcala P.,Bono (G),Garcia A.,Garcia B.,Juanpe,Lozano C.,Maffeo P.,Muniesa M.,Olunga M.,Timor D.,Granell A.,Planas C.,Ramalho J.,18 366,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 33
17.04.2018 22:00,Celta Vigo,Barcelona,2-2Finished,Alvarez S. (G),Aspas I. (C),Gomez M.,Gomez S.,Jonny,Jozabed,Lobotka S.,Roncaglia F.,Mendez B.,Sisto P.,Vermaelen T.,Hernandez P.,Mallo H.,,Vermaelen T.,Coutinho,Dembele O.,Digne L.,Gomes A.,Mina Y.,Paulinho,Semedo N.,Suarez D.,ter Stegen M. (G) (C),Vermaelen T.,Busquets S.,Iniesta A.,Jose A.,20 347,Estadio de Bala?dos (Vigo),LaLiga - Round 33
19.04.2018 22:30,Betis,Las Palmas,1-0Finished,Amat J.,Barragan A.,Bartra M.,Boudebouz R.,Firpo J.,Gimenez D. (G),Guardado A.,Leon S.,Joaquin (C),Mandi A.,Raul C. (G),Adan A.,Feddal Z.,Garcia J.,Raul C. (G),Calleri J.,Castellano D.,Etebo P.,Galvez A.,Garcia D. (C),Gil I.,Halilovic A.,Michel Macedo,Navarro X.,Raul C. (G),Bigas P.,Emenike E.,Momo F. C.,45 151,Estadio Benito Villamar?n (Sevilla),LaLiga - Round 33
17.04.2018 22:30,Villarreal,Leganes,2-1Finished,Asenjo S. (G),Bacca C.,Castillejo S.,Cheryshev D.,Gonzalez A.,Mario Gaspar (C),Raba D.,Ruiz V.,Rodri,Rukavina A.,Tito,Bonera D.,Bruno,Costa J.,Tito,Brasanac D.,Dos Santos M.,Gabriel (C),Garcia R.,Gumbau G.,Munoz E.,Naranjo J.,Perez R.,Pichu Cuellar (G),Tito,Amrabat N.,Mantovani M.,Serantes J.,12 556,Estadio de la Ceramica (Villarreal),LaLiga - Round 33
18.04.2018 22:30,Real Madrid,Ath Bilbao,1-1Finished,Asensio M.,Benzema K.,Carvajal D.,Kroos T.,Lucas,Marcelo,Modric L.,Ramos S. (C),Navas K. (G),Ronaldo C.,Williams I.,Fernandez N.,,,Williams I.,Balenziaga M.,Cordoba I.,de Marcos O.,Garcia R.,Iturraspe A. (C),Lekue I.,Martinez I.,Nunez U.,San Jose M.,Williams I.,Etxeita X.,Sola,,59 193,Estadio Santiago Bernab?u (Madrid),LaLiga - Round 33
19.04.2018 22:30,Levante,Malaga,1-0Finished,Boateng E.,Cabaco E.,Campana J.,Coke,Lerma J.,Lopez I.,Lopez P. (C),Morales J. L.,Marti R.,Oier (G),Torres M. (C),Alegria A.,Doukoure C.,Fernandez R.,Torres M. (C),Castro Iriz?bal G.,Hernandez L.,Ideye B.,Jimenez R. (G),Lacen M.,Lestienne M.,Miquel I.,Rolan D.,Rosales R.,Torres M. (C),Juankar,Juanpi,Kuzmanovic Z.,17 372,Estadi Ciutat de Val?ncia (Valencia),LaLiga - Round 33
19.04.2018 20:30,Real Sociedad,Atl. Madrid,3-0Finished,Canales S.,de La Bella A.,Elustondo A.,Illarramendi A. (C),Januzaj A.,Moreno H.,Navas R.,Pardo R.,Oyarzabal M.,Rulli G. (G),Vrsaljko S.,Guridi J.,Martinez C.,Prieto X.,Vrsaljko S.,Gameiro K.,Godin D. (C),Griezmann A.,Juanfran,Koke,Niguez S.,Oblak J. (G),Partey T.,Savic S.,Vrsaljko S.,Costa D.,Filipe Luis,Hernandez L.,21 404,Reale Arena (San Sebastian),LaLiga - Round 33
18.04.2018 20:30,Espanyol,Eibar,0-1Finished,Darder S.,Hermoso M.,Leo Baptistao,Lopez D.,Lopez J. (C),Lopez P. (G),Martin A.,Piatti P.,Moreno G.,Sanchez C.,Pena R.,Duarte O.,Lopez A.,Lopez D.,Pena R.,Capa A.,Cote,Dmitrovic M. (G),Escalante G.,Garcia D. (C),Jordan J.,Leon P.,Lomban D.,Oliveira P.,Pena R.,Arbilla A.,Enrich S.,Inui T.,12 113,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 33
18.04.2018 20:30,Valencia,Getafe,1-2Finished,Domenech J. (G),Garay E.,Gaya J.,Guedes G.,Maksimovic N.,Montoya M.,Murillo J.,Pereira A.,Parejo D. (C),Vietto L.,Suarez D.,Coquelin F.,Gabriel Paulista,Jimenez J.,Suarez D.,Djene,Fajr F.,Flamini M.,Gonzalez B.,Guaita (G),Molina J. (C),Ndiaye A.,Portillo F.,Remy L.,Suarez D.,Arambarri M.,Rodriguez A.,,35 829,Estadio de Mestalla (Valencia),LaLiga - Round 33
22.04.2018 17:15,Malaga,Real Sociedad,2-0Finished,Adrian,Castro Iriz?bal G.,En Nesyri Y.,Hernandez L.,Iturra M.,Jimenez R. (G),Lacen M.,Miquel I.,Lestienne M.,Rosales R.,Zurutuza D.,Juankar,Juanpi,Penaranda A.,Zurutuza D.,Canales S.,Januzaj A.,Juanmi,Llorente D.,Moreno H.,Odriozola A.,Rodrigues K.,Rulli G. (G),Zubeldia I.,Zurutuza D.,Guridi J.,Martinez C.,Prieto X.,14 102,Estadio La Rosaleda (M?laga),LaLiga - Round 34
22.04.2018 19:30,Las Palmas,Alaves,0-4Finished,Aguirregaray M.,Calleri J.,Castellano J.,Etebo P.,Ezekiel I.,Galvez A.,Garcia D. (C),Halilovic A.,Gomez V.,Raul C. (G),Wakaso M.,Bigas P.,Emenike E.,Michel Macedo,Wakaso M.,Alexis,Duarte R.,Ely R.,Garcia M. (C),Ibai,Munir El Haddadi,Pacheco F. (G),Pina T.,Sobrino R.,Wakaso M.,,Vigaray C.,,7 143,Estadio de Gran Canaria (Las Palmas),LaLiga - Round 34
21.04.2018 17:15,Celta Vigo,Valencia,1-1Finished,Alvarez S. (G),Cabral G.,Gomez M.,Gomez S.,Jozabed,Lobotka S.,Mallo H. (C),Roncaglia F.,Mendez B.,Sisto P.,Vezo R.,Aspas I.,Jonny,Radoja N.,Vezo R.,Garay E.,Guedes G.,Kondogbia G.,Lato T.,Mina S.,Neto (G),Pereira A.,Rodrigo (C),Soler C.,Vezo R.,Coquelin F.,Gaya J.,Jimenez J.,17 316,Estadio de Bala?dos (Vigo),LaLiga - Round 34
20.04.2018 22:00,Leganes,Dep. La Coruna,0-0Finished,Amrabat N.,Bustinza U. (C),El Zhar N.,Eraso J.,Gabriel,Guerrero,Perez R.,Rico D.,Pichu Cuellar (G),Siovas D.,Schar F.,Mantovani M.,Munoz E.,Serantes J.,Schar F.,Albentosa R.,Borges C.,Colak E.,Guilherme,Juanfran,Luisinho,Mosquera P.,Perez L.,Ruben (G),Schar F.,Boveda E.,Muntari S.,,10 124,Estadio Municipal de Butarque (Leganes),LaLiga - Round 34
23.04.2018 22:00,Ath Bilbao,Levante,1-3Finished,Arrizabalaga K. (G),Balenziaga M.,Cordoba I.,de Marcos O.,Garcia R.,Iturraspe A.,Martinez I.,San Jose M.,Nunez U.,Susaeta M. (C),Postigo S.,Aduriz A.,Etxeita X.,Sola,Postigo S.,Boateng E.,Campana J.,Chema,Coke,Lerma J.,Lopez P. (C),Luna A.,Morales J. L.,Oier (G),Postigo S.,Alegria A.,Cabaco E.,Doukoure C.,24 587,Estadio San Mam?s (Bilbao),LaLiga - Round 34
09.05.2018 22:30,Sevilla,Real Madrid,3-2Finished,Ben Yedder W.,Escudero S.,Layun M.,Lenglet C.,Mercado G.,Muriel L.,N'Zonzi S.,Pizarro G.,Pareja N. (C),Soria D. (G),Vallejo J.,Carole L.,Kjaer S.,Sarabia P.,Vallejo J.,Benzema K.,Casemiro,Casilla K. (G),Ceballos D.,Fernandez N.,Hernandez T.,Kovacic M.,Lucas,Ramos S. (C),Vallejo J.,Bale G.,Carvajal D.,Isco,38 524,Estadio Ram?n S?nchez Pizju?n (Sevilla),LaLiga - Round 34
22.04.2018 13:00,Girona,Espanyol,0-2Finished,Bernardo,Bono (G),Garcia B.,Granell A. (C),Juanpe,Maffeo P.,Mojica J.,Portu,Pons P.,Ramalho J.,Sanchez V.,Planas C.,Suarez J.,Timor D.,Sanchez V.,Garcia S.,Jurado J. M.,Lopez D.,Lopez J. (C),Lopez P. (G),Martin A.,Moreno G.,Naldo,Sanchez C.,Sanchez V.,Duarte O.,Hermoso M.,Lopez A.,12 313,Estadio Municipal de Montilivi (Girona),LaLiga - Round 34
09.05.2018 21:00,Barcelona,Villarreal,5-1Finished,Busquets S.,Cillessen J. (G),Coutinho,Dembele O.,Digne L.,Iniesta A. (C),Messi L.,Pique G.,Paulinho,Semedo N.,Trigueros M.,Cardona M.,Jose A.,Roberto S.,Trigueros M.,Bacca C.,Castillejo S.,Cheryshev D.,Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Rodri,Ruiz V.,Trigueros M.,Bruno,Guerra R.,Rukavina A.,54 743,Camp Nou (Barcelona),LaLiga - Round 34
21.04.2018 14:00,Eibar,Getafe,0-1Finished,Capa A. (C),Diop P.,Dmitrovic M. (G),Escalante G.,Garcia K.,Junca D.,Leon P.,Oliveira P.,Lomban D.,Orellana F.,Suarez D.,Arbilla A.,Enrich S.,Ramis I.,Suarez D.,Djene,Fajr F.,Flamini M.,Gonzalez B.,Guaita (G),Mora S. (C),Ndiaye A.,Olivera M.,Rodriguez A.,Suarez D.,Arambarri M.,Bergara M.,Molina J.,4 860,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 34
22.04.2018 21:45,Atl. Madrid,Betis,0-0Finished,Correa A.,Gabi (C),Gimenez J. M.,Hernandez L.,Juanfran,Niguez S.,Oblak J. (G),Savic S.,Partey T.,Torres F.,Tello C.,Costa D.,Filipe Luis,,Tello C.,Barragan A.,Bartra M.,Boudebouz R.,Firpo J.,Garcia J.,Gimenez D. (G) (C),Mandi A.,Moron L.,Ruiz F.,Tello C.,Adan A.,Feddal Z.,Guerrero F.,54 594,Metropolitano Stadium (Madrid),LaLiga - Round 34
29.04.2018 21:45,Dep. La Coruna,Barcelona,2-4Finished,Albentosa R.,Borges C. (C),Borja,Colak E.,Guilherme,Juanfran,Krohn-Dehli M.,Perez L.,Luisinho,Ruben (G),Umtiti S.,Adrian,Bakkali Z.,Boveda E.,Umtiti S.,Busquets S.,Coutinho,Dembele O.,Messi L. (C),Pique G.,Rakitic I.,Semedo N.,Suarez L.,ter Stegen M. (G),Umtiti S.,Jose A.,Roberto S.,,25 721,Estadio Municipal de Riazor (La Coru?a),LaLiga - Round 35
29.04.2018 17:15,Alaves,Atl. Madrid,0-1Finished,Alexis (C),Dieguez A.,Guidetti J.,Laguardia V.,Maripan G.,Munir El Haddadi,Pedraza A.,Sivera A. (G),Pina T.,Sobrino R.,Werner A. (G),Duarte R.,Ely R.,Hernandez H.,Werner A. (G),Costa D.,Gabi (C),Hernandez L.,Koke,Partey T.,Savic S.,Torres F.,Vitolo,Vrsaljko S.,Werner A. (G),Filipe Luis,Gimenez J. M.,Griezmann A.,18 944,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 35
30.04.2018 22:00,Betis,Malaga,2-1Finished,Amat J.,Barragan A.,Boudebouz R.,Durmisi R.,Firpo J.,Garcia J.,Joaquin (C),Mandi A.,Lopez P. (G),Ruiz F.,Success I.,Adan A.,Bartra M.,Feddal Z.,Success I.,En Nesyri Y.,Gonzalez D.,Hernandez L.,Jimenez R. (G),Lacen M.,Lestienne M.,Miquel I.,Rolan D.,Rosales R. (C),Success I.,Castro Iriz?bal G.,Iturra M.,Juankar,53 163,Estadio Benito Villamar?n (Sevilla),LaLiga - Round 35
29.04.2018 13:00,Getafe,Girona,1-1Finished,Antunes V.,Djene,Fajr F.,Flamini M.,Gonzalez B.,Guaita (G),Molina J. (C),Portillo F.,Ndiaye A.,Rodriguez A.,Timor D.,Arambarri M.,Bergara M.,Cabrera L.,Timor D.,Alcala P.,Bernardo,Bono (G),Granell A. (C),Juanpe,Maffeo P.,Pons P.,Portu,Stuani C.,Timor D.,Planas C.,Suarez J.,,8 011,Coliseum Alfonso Perez (Getafe),LaLiga - Round 35
28.04.2018 21:45,Villarreal,Celta Vigo,4-1Finished,Asenjo S. (G),Bacca C.,Castillejo S.,Cheryshev D.,Gonzalez A.,Mario Gaspar (C),Raba D.,Ruiz V.,Rodri,Rukavina A.,Wass D.,Bruno,Fuego J.,Guerra R.,Wass D.,Cabral G.,Gomez M.,Gomez S.,Jonny,Jozabed,Lobotka S.,Mallo H. (C),Mendez B.,Sisto P.,Wass D.,Aspas I.,Radoja N.,Roncaglia F.,14 135,Estadio de la Ceramica (Villarreal),LaLiga - Round 35
28.04.2018 19:30,Real Madrid,Leganes,2-1Finished,Bale G.,Benzema K. (C),Casemiro,Casilla K. (G),Ceballos D.,Hakimi A.,Hernandez T.,Llorente M.,Kovacic M.,Mayoral B.,Zaldua J.,Carvajal D.,Fernandez N.,Isco,Zaldua J.,Brasanac D.,Bustinza U.,El Zhar N.,Gabriel (C),Guerrero,Perez R.,Pichu Cuellar (G),Rico D.,Siovas D.,Zaldua J.,Mantovani M.,Munoz E.,Serantes J.,59 905,Estadio Santiago Bernab?u (Madrid),LaLiga - Round 35
27.04.2018 22:00,Levante,Sevilla,2-1Finished,Bardhi E.,Boateng E.,Campana J.,Coke,Lukic S.,Luna A.,Marti R.,Oier (G),Morales J. L. (C),Postigo S.,Vazquez F.,Alegria A.,Cabaco E.,Doukoure C.,Vazquez F.,Escudero S. (C),Fernandez C.,Geis J.,Lenglet C.,Mercado G.,Navas J.,Nolito,Sarabia P.,Soria D. (G),Vazquez F.,Carole L.,Kjaer S.,N'Zonzi S.,17 240,Estadi Ciutat de Val?ncia (Valencia),LaLiga - Round 35
28.04.2018 17:15,Real Sociedad,Ath Bilbao,3-1Finished,Canales S.,de La Bella A.,Elustondo A.,Illarramendi A. (C),Januzaj A.,Llorente D.,Moya M. A. (G),Oyarzabal M.,Navas R.,Willian Jose,Williams I.,Agirretxe I.,Guridi J.,Martinez C.,Williams I.,Balenziaga M.,Cordoba I.,de Marcos O.,Garcia R.,Iturraspe A. (C),Lekue I.,Martinez I.,Nunez U.,San Jose M.,Williams I.,Aduriz A.,Etxeita X.,Sola,23 972,Reale Arena (San Sebastian),LaLiga - Round 35
28.04.2018 14:00,Espanyol,Las Palmas,1-1Finished,Darder S.,Garcia S.,Granero E.,Hermoso M.,Lopez D.,Lopez J. (C),Lopez P. (G),Moreno G.,Melendo O.,Sanchez V.,Navarro X.,Duarte O.,Lopez A.,Lopez D.,Navarro X.,Calleri J.,Castellano D.,Chichizola L. (G),Etebo P.,Ezekiel I.,Galvez A.,Gil I.,Gomez V. (C),Michel Macedo,Navarro X.,Bigas P.,Emenike E.,Exposito E.,13 589,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 35
29.04.2018 19:30,Valencia,Eibar,0-0Finished,Gabriel Paulista,Gaya J.,Guedes G.,Kondogbia G.,Mina S.,Montoya M.,Neto (G),Rodrigo,Parejo D. (C),Soler C.,Yoel (G),Coquelin F.,Jimenez J.,,Yoel (G),Diop P.,Garcia D. (C),Garcia K.,Inui T.,Leon P.,Lomban D.,Oliveira P.,Orellana F.,Pena R.,Yoel (G),Arbilla A.,Charles,Enrich S.,40 328,Estadio de Mestalla (Valencia),LaLiga - Round 35
05.05.2018 14:00,Girona,Eibar,1-4Finished,Aday,Alcala P. (C),Bono (G),Garcia B.,Granell A.,Juanpe,Mojica J.,Portu,Muniesa M.,Stuani C.,Riesgo A. (G),Maffeo P.,Suarez J.,,Riesgo A. (G),Diop P.,Garcia D. (C),Garcia K.,Inui T.,Leon P.,Lomban D.,Oliveira P.,Orellana F.,Pena R.,Riesgo A. (G),Arbilla A.,Enrich S.,Rico F.,9 706,Estadio Municipal de Montilivi (Girona),LaLiga - Round 36
06.05.2018 13:00,Malaga,Alaves,0-3Finished,Adrian,En Nesyri Y.,Gonzalez D.,Hernandez L.,Ideye B.,Lacen M.,Lestienne M.,Prieto A. (G),Miquel I.,Rolan D.,Torres D.,Castro Iriz?bal G.,Juankar,Kuzmanovic Z.,Torres D.,Demirovic E.,Dieguez A.,Ely R.,Garcia M.,Guidetti J.,Ibai,Lopez V.,Maripan G.,Pacheco F. (G),Torres D.,Duarte R.,Hernandez H.,Medran A.,14 024,Estadio La Rosaleda (M?laga),LaLiga - Round 36
05.05.2018 17:15,Ath Bilbao,Betis,2-0Finished,Aduriz A.,Alvarez Y.,Arrizabalaga K. (G),Benat,Lekue I.,Martinez I.,Muniain I. (C),Rico M.,Nunez U.,Saborit E.,Tello C.,Balenziaga M.,Garcia R.,Sola,Tello C.,Bartra M.,Durmisi R.,Firpo J.,Garcia J.,Joaquin (C),Lopez P. (G),Moron L.,Ruiz F.,Sanabria A.,Tello C.,Adan A.,Feddal Z.,Gimenez D.,34 491,Estadio San Mam?s (Bilbao),LaLiga - Round 36
06.05.2018 19:30,Las Palmas,Getafe,0-1Finished,Aguirregaray M.,Aquilani A.,Calleri J.,Chichizola L. (G),Etebo P.,Ezekiel I.,Galvez A.,Halilovic A.,Gil I.,Michel Macedo (C),Shibasaki G.,Bigas P.,Castellano D.,Emenike E.,Shibasaki G.,Barri,David Alba,Djene,Guaita (G),Ndiaye A.,Portillo F. (C),Redondo A.,Remy L.,Rodriguez A.,Shibasaki G.,Arambarri M.,Bergara M.,Cabrera L.,4 624,Estadio de Gran Canaria (Las Palmas),LaLiga - Round 36
06.05.2018 21:45,Barcelona,Real Madrid,2-2Finished,Alba J.,Busquets S.,Coutinho,Iniesta A. (C),Messi L.,Pique G.,Rakitic I.,Suarez L.,Roberto S.,ter Stegen M. (G),Varane R.,Cardona M.,Digne L.,Gomes A.,Varane R.,Benzema K.,Casemiro,Fernandez N.,Kroos T.,Marcelo,Modric L.,Navas K. (G),Ramos S. (C),Ronaldo C.,Varane R.,Carvajal D.,Isco,,97 939,Camp Nou (Barcelona),LaLiga - Round 36
05.05.2018 19:30,Celta Vigo,Dep. La Coruna,1-1Finished,Alvarez S. (G),Cabral G.,Gomez M.,Gomez S.,Jonny,Jozabed,Lobotka S.,Mendez B.,Mallo H. (C),Sisto P.,Schar F.,Aspas I.,Mor E.,Radoja N.,Schar F.,Albentosa R.,Borges C.,Colak E.,Guilherme,Juanfran,Krohn-Dehli M.,Luisinho,Perez L.,Ruben (G),Schar F.,Boveda E.,Muntari S.,Sidnei,20 816,Estadio de Bala?dos (Vigo),LaLiga - Round 36
07.05.2018 22:00,Leganes,Levante,0-3Finished,Amrabat N.,Beauvue C.,Bustinza U. (C),Champagne N. (G),El Zhar N.,Eraso J.,Gumbau G.,Rico D.,Perez R.,Siovas D.,Postigo S.,Gabriel,Munoz E.,Szymanowski A.,Postigo S.,Boateng E.,Campana J.,Chema,Coke,Jason,Lerma J.,Luna A.,Morales J. L. (C),Oier (G),Postigo S.,Alegria A.,Doukoure C.,Fernandez R.,7 832,Estadio Municipal de Butarque (Leganes),LaLiga - Round 36
05.05.2018 21:45,Villarreal,Valencia,1-0Finished,Asenjo S. (G),Bacca C.,Castillejo S.,Cheryshev D.,Gonzalez A.,Mario Gaspar (C),Raba D.,Ruiz V.,Rodri,Rukavina A.,Vezo R.,Bruno,Guerra R.,Suarez L.,Vezo R.,Garay E.,Gaya J.,Guedes G.,Kondogbia G.,Mina S.,Neto (G),Parejo D. (C),Rodrigo,Soler C.,Vezo R.,Coquelin F.,Jimenez J.,,19 079,Estadio de la Ceramica (Villarreal),LaLiga - Round 36
04.05.2018 22:00,Sevilla,Real Sociedad,1-0Finished,Banega E.,Escudero S. (C),Layun M.,Lenglet C.,Mercado G.,Mesa R.,Nolito,Ramirez S.,N'Zonzi S.,Sarabia P.,Zurutuza D.,Carole L.,Kjaer S.,,Zurutuza D.,de La Bella A.,Illarramendi A. (C),Januzaj A.,Llorente D.,Moya M. A. (G),Navas R.,Odriozola A.,Oyarzabal M.,Willian Jose,Zurutuza D.,Agirretxe I.,Elustondo A.,Guridi J.,34 733,Estadio Ram?n S?nchez Pizju?n (Sevilla),LaLiga - Round 36
06.05.2018 17:15,Atl. Madrid,Espanyol,0-2Finished,Filipe Luis,Gameiro K.,Gimenez J. M.,Hernandez L.,Koke (C),Oblak J. (G),Partey T.,Torres F.,Savic S.,Vitolo,Vila D.,Correa A.,Costa D.,Juanfran,Vila D.,Leo Baptistao,Lopez D.,Lopez J. (C),Lopez P. (G),Melendo O.,Moreno G.,Naldo,Sanchez C.,Sanchez V.,Vila D.,Duarte O.,Lopez A.,Morilla J.,49 834,Metropolitano Stadium (Madrid),LaLiga - Round 36
12.05.2018 19:30,Dep. La Coruna,Villarreal,2-4Finished,Adrian (C),Albentosa R.,Borja,Guilherme,Juanfran,Krohn-Dehli M.,Luisinho,Perez L.,Navarro F.,Ruben (G),Trigueros M.,Andone F.,Boveda E.,Cartabia F.,Trigueros M.,Bacca C.,Castillejo S.,Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Raba D.,Rodri,Ruiz V.,Trigueros M.,Bruno,Guerra R.,Suarez L.,12 885,Estadio Municipal de Riazor (La Coru?a),LaLiga - Round 37
12.05.2018 19:30,Alaves,Ath Bilbao,3-1Finished,Aguirregabiria M.,Alexis,Garcia M. (C),Guidetti J.,Ibai,Laguardia V.,Maripan G.,Pacheco F. (G),Munir El Haddadi,Pedraza A.,Williams I.,Duarte R.,Hernandez H.,Medran A.,Williams I.,Alvarez Y.,Arrizabalaga K. (G),Benat,de Marcos O.,Martinez I.,Muniain I. (C),Nunez U.,Rico M.,Saborit E.,Williams I.,Balenziaga M.,Garcia R.,Sola,19 458,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 37
12.05.2018 19:30,Betis,Sevilla,2-2Finished,Amat J.,Barragan A.,Bartra M.,Durmisi R.,Garcia J.,Guardado A.,Joaquin (C),Lopez P. (G),Leon S.,Mandi A.,Soria D. (G),Adan A.,Feddal Z.,Firpo J.,Soria D. (G),Escudero S. (C),Kjaer S.,Lenglet C.,Mercado G.,Mesa R.,Nolito,N'Zonzi S.,Ramirez S.,Sarabia P.,Soria D. (G),Carole L.,Fernandez C.,Navas J.,55 588,Estadio Benito Villamar?n (Sevilla),LaLiga - Round 37
12.05.2018 19:30,Getafe,Atl. Madrid,0-1Finished,Antunes V.,Djene,Fajr F.,Flamini M.,Gonzalez B.,Guaita (G),Molina J. (C),Portillo F.,Ndiaye A.,Remy L.,Savic S.,Arambarri M.,Bergara M.,Cabrera L.,Savic S.,Filipe Luis,Gabi (C),Godin D.,Griezmann A.,Juanfran,Koke,Niguez S.,Oblak J. (G),Partey T.,Savic S.,Vitolo,,,12 187,Coliseum Alfonso Perez (Getafe),LaLiga - Round 37
12.05.2018 21:45,Real Madrid,Celta Vigo,6-0Finished,Bale G.,Benzema K.,Casemiro,Fernandez N.,Hakimi A.,Isco,Kroos T.,Modric L.,Marcelo (C),Navas K. (G),Wass D.,Carvajal D.,Ramos S.,Ronaldo C.,Wass D.,Boye L.,Gomez M.,Gomez S.,Jonny,Jozabed,Lobotka S.,Mallo H. (C),Mendez B.,Roncaglia F.,Wass D.,Mor E.,Sisto P.,,56 474,Estadio Santiago Bernab?u (Madrid),LaLiga - Round 37
13.05.2018 21:45,Levante,Barcelona,5-4Finished,Bardhi E.,Boateng E.,Campana J.,Coke,Lukic S.,Luna A.,Marti R.,Oier (G),Morales J. L. (C),Postigo S.,Vermaelen T.,Alegria A.,Doukoure C.,Fernandez R.,Vermaelen T.,Busquets S.,Coutinho,Dembele O.,Iniesta A. (C),Mina Y.,Rakitic I.,Semedo N.,Suarez L.,ter Stegen M. (G),Vermaelen T.,Jose A.,Messi L.,Roberto S.,22 384,Estadi Ciutat de Val?ncia (Valencia),LaLiga - Round 37
12.05.2018 19:30,Girona,Valencia,0-1Finished,Bernardo,Bono (G),Garcia B.,Granell A. (C),Juanpe,Lozano C.,Maffeo P.,Ramalho J.,Mojica J.,Stuani C.,Zaza S.,Portu,Suarez J.,,Zaza S.,Guedes G.,Lato T.,Maksimovic N.,Montoya M.,Murillo J.,Soler C.,Torres F.,Vezo R.,Vietto L.,Zaza S.,Coquelin F.,Jimenez J.,Kondogbia G.,10 850,Estadio Municipal de Montilivi (Girona),LaLiga - Round 37
12.05.2018 17:15,Real Sociedad,Leganes,3-2Finished,Canales S.,Illarramendi A. (C),Juanmi,Moreno H.,Navas R.,Odriozola A.,Oyarzabal M.,Rodrigues K.,Pardo R.,Rulli G. (G),Rico D.,Agirretxe I.,Elustondo A.,Guridi J.,Rico D.,Champagne N. (G),Dos Santos M.,El Zhar N.,Eraso J.,Guerrero,Gumbau G.,Munoz E.,Omar,Perez R.,Rico D.,Amrabat N.,Gabriel,Szymanowski A.,19 981,Reale Arena (San Sebastian),LaLiga - Round 37
12.05.2018 19:30,Eibar,Las Palmas,1-0Finished,Charles,Cote,Diop P.,Dmitrovic M. (G),Garcia D. (C),Inui T.,Jordan J.,Oliveira P.,Lomban D.,Orellana F.,Samperio J.,Alejo I.,Enrich S.,Garcia K.,Samperio J.,Castellano D.,Castellano J.,Chichizola L. (G),Galvez A.,Gil I.,Gomez V. (C),Halilovic A.,Michel Macedo,Navarro X.,Samperio J.,Bigas P.,Emenike E.,Etebo P.,5 107,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 37
13.05.2018 17:15,Espanyol,Malaga,4-1Finished,Darder S.,Garcia S.,Leo Baptistao,Lopez D. (G),Lopez D.,Lopez J. (C),Melendo O.,Naldo,Moreno G.,Sanchez C.,Success I.,Duarte O.,Lopez A.,Morilla J.,Success I.,En Nesyri Y.,Gonzalez D.,Hernandez L.,Iturra M.,Lestienne M.,Miquel I.,Prieto A. (G),Rolan D.,Rosales R. (C),Success I.,Castro Iriz?bal G.,Juankar,Kuzmanovic Z.,15 004,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 37
19.05.2018 19:30,Malaga,Getafe,0-1Finished,Adrian,En Nesyri Y.,Gonzalez D.,Hernandez L.,Iturra M. (C),Lacen M.,Lestienne M.,Robles Garcia A.,Prieto A. (G),Rolan D.,Shibasaki G.,Baston B.,Castro Iriz?bal G.,Juankar,Shibasaki G.,Djene,Fajr F.,Gonzalez B.,Guaita (G),Molina J. (C),Molinero F.,Ndiaye A.,Portillo F.,Rodriguez A.,Shibasaki G.,Arambarri M.,Bergara M.,Cabrera L.,9 570,Estadio La Rosaleda (M?laga),LaLiga - Round 38
